epoch,train_loss,train_acc,val_loss,val_acc,val_f1,learning_rate
1,0.6976078578404018,0.4714285714285714,0.6981851855913798,0.47619047619047616,0.21428571428571427,5e-05
2,0.6924765450613839,0.4380952380952381,0.6997631788253784,0.5,0.36363636363636365,4.997533013026221e-05
3,0.6889190673828125,0.5428571428571428,0.6958790818850199,0.47619047619047616,0.5,4.9901370202883365e-05
4,0.6922760009765625,0.47619047619047616,0.6981673836708069,0.42857142857142855,0.45454545454545453,4.977826916331441e-05
5,0.6925615583147321,0.47619047619047616,0.6966357827186584,0.5,0.4878048780487805,4.960627492066643e-05
6,0.6990901402064732,0.4714285714285714,0.6970058878262838,0.47619047619047616,0.5217391304347826,4.9385733848454676e-05
7,0.6948939732142857,0.45714285714285713,0.6971591909726461,0.40476190476190477,0.3902439024390244,4.911709008704841e-05
8,0.6927119663783482,0.5095238095238095,0.6982912619908651,0.42857142857142855,0.25,4.8800884649231264e-05
9,0.6934988839285714,0.49523809523809526,0.6970753868420919,0.40476190476190477,0.32432432432432434,4.8437754330673565e-05
10,0.697723388671875,0.44761904761904764,0.6963718136151632,0.42857142857142855,0.3684210526315789,4.802843042751055e-05
11,0.6907741001674107,0.5523809523809524,0.6993270119031271,0.47619047619047616,0.35294117647058826,4.7573737263609273e-05
12,0.6920928955078125,0.5333333333333333,0.6952219406763712,0.4523809523809524,0.34285714285714286,4.707459053049009e-05
13,0.6937495640345982,0.5047619047619047,0.6976386706034342,0.38095238095238093,0.3157894736842105,4.653199544324573e-05
14,0.6931937081473214,0.49523809523809526,0.6968969504038492,0.40476190476190477,0.2857142857142857,4.5947044716171926e-05
15,0.6919446672712054,0.5285714285714286,0.6947438518206278,0.4523809523809524,0.41025641025641024,4.5320916362186225e-05
16,0.6946890694754464,0.5047619047619047,0.6957944432894388,0.47619047619047616,0.3125,4.465487132046674e-05
17,0.6885899135044643,0.5714285714285714,0.6947872241338094,0.5238095238095238,0.23076923076923078,4.395025091708848e-05
18,0.6917245047433036,0.5761904761904761,0.6978503664334615,0.4523809523809524,0.30303030303030304,4.32084741637711e-05
19,0.6904863630022321,0.5333333333333333,0.6943886876106262,0.5238095238095238,0.375,4.24310349001782e-05
20,0.6933092389787946,0.4714285714285714,0.6939730842908224,0.5238095238095238,0.2857142857142857,4.1619498785522964e-05
21,0.6919577462332589,0.5095238095238095,0.6954322854677836,0.5238095238095238,0.16666666666666666,4.077550014553898e-05
22,0.6873430524553571,0.5619047619047619,0.698270320892334,0.47619047619047616,0.21428571428571427,3.990073868116559e-05
23,0.6926923479352679,0.5714285714285714,0.6992884079615275,0.42857142857142855,0.0,3.899697604557651e-05
24,0.691436767578125,0.5380952380952381,0.6978599429130554,0.5,0.08695652173913043,3.8066032296444705e-05
25,0.6874258858816964,0.5857142857142857,0.6968713998794556,0.5238095238095238,0.23076923076923078,3.710978223058847e-05
26,0.6894814627511161,0.5476190476190477,0.6995806296666464,0.2857142857142857,0.21052631578947367,3.6130151608380175e-05
27,0.6947653634207589,0.4857142857142857,0.696260948975881,0.40476190476190477,0.4186046511627907,3.512911327552113e-05
28,0.6931392124720982,0.5095238095238095,0.6990123391151428,0.42857142857142855,0.2,3.41086831899929e-05
29,0.6879381452287946,0.5380952380952381,0.6980440417925516,0.47619047619047616,0.26666666666666666,3.307091636218621e-05
30,0.6931806291852679,0.5,0.6979034543037415,0.47619047619047616,0.21428571428571427,3.201790271638354e-05
31,0.6929997035435268,0.5095238095238095,0.6992515126864115,0.42857142857142855,0.2,3.09517628819297e-05
32,0.6894095284598214,0.5619047619047619,0.696987529595693,0.47619047619047616,0.15384615384615385,2.9874643922566597e-05
33,0.6935991559709821,0.49523809523809526,0.6976145505905151,0.47619047619047616,0.26666666666666666,2.878871501253256e-05
34,0.6918901715959821,0.49047619047619045,0.7002014915148417,0.3333333333333333,0.2631578947368421,2.769616306813412e-05
35,0.6940373011997768,0.4714285714285714,0.6987608671188354,0.42857142857142855,0.14285714285714285,2.6599188343587617e-05
36,0.6939239501953125,0.48095238095238096,0.6983083883921305,0.5238095238095238,0.375,2.55e-05
37,0.6924961635044643,0.5142857142857142,0.698007603486379,0.4523809523809524,0.3783783783783784,2.4400811656412386e-05
